order_id,order_date,business_unit,category,supplier,quantity,unit_price,status,lead_time_days
PO-2025489,,Steel, Packaging,Meghna Traders Ltd  ,444,"৳4,403",Partially Delivered,19
PO-2025378,,Textiles,Raw Material,Jamuna Enterprise  ,406,"BDT 3,694.95",Pending,17
PO-2025288,10-08-2025,Jute,Packaging,Delta Supply Co.,428,534.52,Cancelled,43
PO-2025418,05-29-2025,Jute,OFFICE SUPPLIES,Meghna Traders Ltd ,271,687.94,Pending,31
PO-2025391,2025-11-23,Cement,  logistics ,Surma Materials Ltd ,30,"2,969.46",Partially Delivered,26
PO-2025498,,Jute, Office Supplies,Jamuna Enterprise  ,410,"BDT 4,006.81",Delivered,11
PO-2025138,,Cement,Logistics,Surma Materials Ltd ,254,"4,540.08",Delivered,13
PO-2025062,,Real Estate, Office Supplies,Karnaphuli Logistics.,209,"3,513.89",Pending,26
PO-2025471,2026-03-31,Textiles,  office supplies ,Padma Industrial.,55,"৳1,936",Partially Delivered,43
PO-2025128,,Steel, Logistics,Delta Supply Co,141,2672.24,Pending,23
PO-2025419,24/01/2025,Jute,LOGISTICS,Surma Materials Ltd ,137,"3,817.06",Pending,33
PO-2025520,16 Aug 2025,Real Estate,MACHINERY PARTS,Padma Industrial,128,755.17,Cancelled,33
PO-2025064,09/12/2025,Jute,RAW MATERIAL,Surma Materials Ltd  ,485,"2,073.48",Cancelled,19
PO-2025014,,Textiles, Logistics,Karnaphuli Logistics.,131,"BDT 2,274.34",Cancelled,32
PO-2025156,21/03/2026,Jute,Raw Material,Surma Materials Ltd  ,277,"4,105.04",Delivered,25
PO-2025040,02-25-2026,Cement,  office supplies ,Padma Industrial  ,314,"3,906.03",Pending,29
PO-2025492,,Steel, Office Supplies,Meghna Traders Ltd,27,3702.39,Partially Delivered,27
PO-2025379,2025-12-14,Cement,  raw material ,Surma Materials Ltd.,476,1388.83,Cancelled,29
PO-2025187,18/01/2026,Cement,MACHINERY PARTS,Delta Supply Co.,199,2252.83,Pending,10
PO-2025216,,Cement,OFFICE SUPPLIES,Padma Industrial  ,286,"4,970.68",Pending,26
PO-2025052,05 Mar 2025,Jute,  raw material ,Karnaphuli Logistics  ,136,,Partially Delivered,38
PO-2025337,01/11/2025,Jute, Packaging,Jamuna Enterprise.,404,3149.49,Delivered,17
PO-2025295,08-28-2025,Steel,  office supplies ,Karnaphuli Logistics ,236,৳566,Cancelled,8
PO-2025251,12-10-2025,Steel,OFFICE SUPPLIES,Delta Supply Co ,274,2825.85,Partially Delivered,20
PO-2025461,2025-05-23,Textiles, Packaging,Karnaphuli Logistics  ,,4117.12,Pending,29
PO-2025455,26/09/2025,Textiles,  office supplies ,Padma Industrial  ,453,4396.05,Partially Delivered,35
PO-2025234,12/12/2025,Steel,  logistics ,Karnaphuli Logistics  ,155,"৳4,446",Cancelled,10
PO-2025269,24 Apr 2025,Real Estate,  machinery parts ,Jamuna Enterprise ,,"৳2,101",Delivered,16
PO-2025201,06/12/2025,Jute, Raw Material,Karnaphuli Logistics ,406,"2,553.52",Delivered,18
PO-2025161,2025-09-08,Cement,  packaging ,Padma Industrial,14,৳295,Delivered,6
PO-2025401,2026-02-11,Jute,Raw Material,Padma Industrial ,49,"BDT 4,154.64",Pending,30
PO-2025476,05/10/2025,Steel, Logistics,Delta Supply Co,261,2544.47,Pending,32
PO-2025105,12 Feb 2025,Real Estate, Logistics,Delta Supply Co.,181,4075.14,Delivered,29
PO-2025389,01 Aug 2025,Real Estate, Packaging,Jamuna Enterprise ,284,"3,536.76",Pending,37
PO-2025001,2026-03-01,Real Estate,Raw Material,Karnaphuli Logistics,257,"৳2,279",Pending,7
PO-2025575,,Steel, Raw Material,Karnaphuli Logistics  ,,"BDT 3,583.61",Delivered,22
PO-2025080,,Jute,  raw material ,Jamuna Enterprise.,401,"2,413.65",Pending,28
PO-2025205,22/03/2025,Textiles,  logistics ,Surma Materials Ltd,35,"৳2,432",Partially Delivered,13
PO-2025034,,Real Estate,Raw Material,Surma Materials Ltd ,135,3742.77,Delivered,12
PO-2025508,01-09-2025,Jute, Office Supplies,Karnaphuli Logistics.,137,,Pending,21
PO-2025427,2026-01-13,Cement,MACHINERY PARTS,Delta Supply Co ,108,"BDT 1,970.87",Partially Delivered,29
PO-2025454,05-16-2026,Textiles,Machinery Parts,Surma Materials Ltd.,425,BDT 595.34,Delivered,5
PO-2025366,05-19-2025,Cement,RAW MATERIAL,Meghna Traders Ltd ,353,"2,897.71",Partially Delivered,22
PO-2025091,14/02/2025,Steel, Raw Material,Meghna Traders Ltd,34,"1,049.80",Delivered,40
PO-2025339,26 Feb 2026,Steel,  raw material ,Karnaphuli Logistics  ,72,BDT 111.37,Cancelled,18
PO-2025564,2025-02-08,Real Estate, Office Supplies,Meghna Traders Ltd ,-96,"BDT 3,438.41",Delivered,43
PO-2025345,04 Jun 2025,Textiles,Packaging,Delta Supply Co  ,-418,৳430,Delivered,10
PO-2025241,26/06/2025,Jute,  machinery parts ,Delta Supply Co.,347,"3,390.01",Delivered,44
PO-2025013,2026-06-03,Textiles,Packaging,Karnaphuli Logistics,44,৳634,Pending,13
PO-2025315,16/01/2025,Jute,Machinery Parts,Delta Supply Co ,250,"BDT 4,946.01",Partially Delivered,6
PO-2025387,,Real Estate,RAW MATERIAL,Jamuna Enterprise  ,493,BDT 487.77,Cancelled,20
PO-2025273,05-26-2025,Jute,Office Supplies,Meghna Traders Ltd.,464,"৳4,906",Cancelled,5
PO-2025166,,Real Estate,Machinery Parts,Meghna Traders Ltd,172,323.59,Pending,17
PO-2025109,06 Nov 2025,Cement, Packaging,Karnaphuli Logistics.,448,"4,407.88",Delivered,7
PO-2025484,2026-06-05,Steel,Packaging,Meghna Traders Ltd.,253,"BDT 1,423.68",Pending,28
PO-2025077,,Steel,  office supplies ,Surma Materials Ltd,454,"৳2,956",Pending,2
PO-2025504,08/06/2025,Jute,Raw Material,Delta Supply Co.,315,4702.37,Pending,23
PO-2025243,,Steel,OFFICE SUPPLIES,Delta Supply Co  ,250,3117.61,Partially Delivered,7
PO-2025566,,Jute,  machinery parts ,Karnaphuli Logistics  ,366,"BDT 3,876.34",Partially Delivered,28
PO-2025562,27/02/2025,Jute, Office Supplies,Karnaphuli Logistics.,47,"BDT 3,743.60",Pending,28
PO-2025189,05/12/2025,Real Estate,  packaging ,Karnaphuli Logistics ,64,"৳3,989",Pending,34
PO-2025475,02 Jun 2025,Cement,MACHINERY PARTS,Delta Supply Co.,172,"৳2,620",Pending,20
PO-2025510,24 Jan 2026,Real Estate,  office supplies ,Delta Supply Co ,216,"1,981.78",Pending,19
PO-2025058,29/03/2026,Textiles,Machinery Parts,Padma Industrial,223,1048.82,Pending,3
PO-2025474,,Steel,MACHINERY PARTS,Padma Industrial ,326,"BDT 2,426.40",Delivered,22
PO-2025560,,Textiles,  logistics ,Karnaphuli Logistics ,84,"৳2,492",Partially Delivered,4
PO-2025252,06-28-2025,Steel,Logistics,Delta Supply Co.,264,984.13,Partially Delivered,7
PO-2025021,,Steel, Logistics,Surma Materials Ltd,330,"3,648.62",Pending,
PO-2025313,2026-01-29,Real Estate,MACHINERY PARTS,Padma Industrial ,474,"BDT 3,632.54",Partially Delivered,
PO-2025459,30 Aug 2025,Real Estate,MACHINERY PARTS,Karnaphuli Logistics  ,124,,Delivered,15
PO-2025160,04-30-2025,Real Estate,MACHINERY PARTS,Meghna Traders Ltd  ,237,1480.96,Cancelled,30
PO-2025276,,Textiles, Logistics,Delta Supply Co.,365,"৳4,857",Delivered,23
PO-2025191,,Textiles,  office supplies ,Padma Industrial  ,223,"4,656.89",Partially Delivered,37
PO-2025385,15/05/2025,Real Estate, Logistics,Padma Industrial  ,63,513.15,Cancelled,
PO-2025413,03-08-2026,Textiles,Packaging,Karnaphuli Logistics  ,459,"4,380.37",Pending,
PO-2025491,26 Nov 2025,Cement, Logistics,Karnaphuli Logistics ,369,"৳1,762",Partially Delivered,14
PO-2025343,23 Jan 2025,Textiles,  office supplies ,Jamuna Enterprise.,-363,"৳3,292",Partially Delivered,6
PO-2025308,,Cement,Packaging,Karnaphuli Logistics  ,162,2632.49,Pending,18
PO-2025130,25 Jul 2025,Cement, Office Supplies,Surma Materials Ltd  ,60,"BDT 4,588.40",Pending,30
PO-2025099,,Textiles,Machinery Parts,Surma Materials Ltd ,-1,604.75,Cancelled,19
PO-2025372,,Jute,Logistics,Meghna Traders Ltd,176,1122.34,Cancelled,25
PO-2025087,15 Feb 2026,Real Estate,OFFICE SUPPLIES,Delta Supply Co  ,201,"৳4,483",Partially Delivered,40
PO-2025458,10-13-2025,Jute, Machinery Parts,Padma Industrial,339,"৳4,398",Delivered,5
PO-2025330,06-09-2025,Real Estate, Raw Material,Karnaphuli Logistics,169,"৳2,259",Delivered,35
PO-2025214,2025-03-17,Real Estate,  logistics ,Meghna Traders Ltd  ,150,4081.65,Cancelled,31
PO-2025466,04-18-2025,Steel,LOGISTICS,Delta Supply Co.,375,"3,398.15",Delivered,
PO-2025121,13 May 2025,Real Estate,Logistics,Delta Supply Co,326,"৳2,503",Pending,35
PO-2025020,01-12-2025,Textiles, Logistics,Karnaphuli Logistics ,182,4486.00,Pending,37
PO-2025071,03-19-2025,Textiles, Logistics,Padma Industrial  ,-352,"BDT 1,969.82",Pending,32
PO-2025106,06-21-2025,Jute,Machinery Parts,Jamuna Enterprise ,-411,197.68,Cancelled,5
PO-2025270,2025-12-18,Real Estate,Logistics,Karnaphuli Logistics,380,118.20,Pending,6
PO-2025435,,Textiles, Logistics,Meghna Traders Ltd  ,337,"4,029.81",Pending,3
PO-2025102,01-26-2025,Jute, Machinery Parts,Surma Materials Ltd.,,"৳45,982",Delivered,7
